Location,Workforce,NPS® Breakdown,respid2,NPS_Code,NPSCommentCleaned,NPSCommentLemmatised,NPSCommentPolarity,NPSCommentSubjectivity,OverallCommentCleaned,OverallCommentLemmatised,OverallCommentPolarity,OverallCommentSubjectivity
226,Precinct,Passive,6935683,1,didnt get everything done finger print reader,I didn't get everything done . (Finger print reader),0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
425,Precinct,Passive,6935658,1,okay except computer noticeably dirty upon return,Service was okay except that the computer was noticeably dirty upon return to me.,-0.0499999999999999,0.65,some of geeks appear lazy and more interested in playing on cell phone than doing their job,"Some of Geeks appear lazy and more interested in playing on cell phone than doing their job,",0.1666666666666666,0.6666666666666666
1535,Precinct,Passive,6935640,1,current system place makes difficultnear impossible reach member directly best buy store using never encountered system like major store,The current system in place makes it very difficult/near impossible to reach a Geek Squad member directly (at the Best Buy store) using . I ’ ve never encountered a system like this at any major store.,0.1159722222222222,0.4833333333333333,the staff at geek squad think the name was ibe completed the replacement batteryspeaker as far as can tell the manager miguel martinez was also informative when explaining the replacement and ensuring the phone worked to my satisfaction as much as possible at the time,"The staff at Geek Squad, I think the Tech ’ s name was Ibe) completed the replacement battery/speaker accordingly— as far as I can tell . The Manager, Miguel Martinez was also informative when explaining the replacement and ensuring the phone worked to my satisfaction (as much as possible at the time).",0.05,1.0
13,Precinct,Passive,6935542,1,pretty satisfied associates friendly good job explaining things updates repair wasnt helpful told computer checked real pertinent info progress repair,I pretty satisfied with service and the associates were friendly & did good job of explaining things . The updates on repair wasn't very helpful as only told me when computer was checked in but no real pertinent info on progress of repair.,0.2749999999999999,0.6714285714285715,xyxyxz,xyxyxz,0.0,0.0
338,Precinct,Passive,6935389,1,friendly extensive repair wait time,"Friendly customer service, extensive repair wait time.",0.1875,0.4166666666666666,xyxyxz,xyxyxz,0.0,0.0
1532,Precinct,Passive,6935325,1,excellent kept waiting pick,Excellent - but kept waiting for pick up,1.0,1.0,xyxyxz,xyxyxz,0.0,0.0
223,Precinct,Passive,6935290,1,communication phone difficult return store order answer question regarding computer left repair,Communication with Geek Squad be phone is difficult . I had to return to the store in order to answer a question regarding my computer after I had left it for repair.,-0.25,0.5,you have serious communication problem that needs addressing the ability to communicate by phone with the local geek squad where your computer is being serviced is imperative,You have a serious communication problem that needs addressing . The ability to communicate by phone with the local Geek Squad where your computer is being serviced is imperative.,-0.1666666666666666,0.3333333333333333
862,Precinct,Passive,6935207,1,friend told,A friend told me about geek,0.0,0.0,think of any,I can ’ t think of any,0.0,0.0
1427,Precinct,Passive,6935173,1,wait minutes get,had to wait 15 minutes to get service,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
1152,Precinct,Passive,6935142,1,personally good experience,I personally had a very good experience.,0.4549999999999999,0.54,xyxyxz,xyxyxz,0.0,0.0
1441,Precinct,Passive,6935117,1,know right first,I know that the geek squad will do it right the first time…!,0.2678571428571428,0.4345238095238095,none,None,0.0,0.0
568,Precinct,Passive,6935051,1,get problem solved,I did not get my problem solved.,0.0,0.0,could not help with the email issue with quickbooks,Could not help with the email issue with Quickbooks,0.0,0.0
517,Precinct,Passive,6934936,1,fair,ITS FAIR,0.7,0.9,labor prices where fair,"LABOR PRICES, WHERE, FAIR",0.7,0.9
384,Precinct,Passive,6934923,1,techs great unfortunately think severely understaffed making wait times longer many interruptions appointments note review based inperson appointment remote chat days ago need specific visit referring asking review,"The techs are great! Unfortunately, I think they are severely understaffed making wait times longer with too many interruptions from those who do not have appointments . NOTE: This review is based on my 5/9/22 in-person appointment; not a remote chat a few days ago . You need to be specific about which ""visit"" you are referring to when asking for a review.",0.1083333333333333,0.4458333333333333,there were not enough staff available to let tech service my computer and answer my questions without several interruptions from dropins my appointment started almost minutes past my scheduled time then was immediately interrupted for at least minute then interrupted again for much longer time not much later the tech who set up my new computer was apparently around but could not be found when the tech who was working on my computer thought his input would be helpful the two techs who worked on my problem were very knowledgeable polite and determined to help me cannot fault them for the time and interruption problems someone needs to be fulltime at the tech desk to help all folks who just stop by with questionsproblems so the people who make an appointment can get their consultation on time and without constant interruptions,"There were not enough staff available to let a tech service my computer and answer my questions without several interruptions from ""drop--ins"". My appointment started almost 20 minutes past my scheduled time, then was immediately interrupted for at least 5 minute; then interrupted again for a much longer time not much later . The tech who set up my new computer was apparently ""around"" but could not be found when the tech who was working on my computer thought his input would be helpful . The two techs who worked on my problem were very knowledgeable, polite, and determined to help me . I cannot fault them for the time and interruption problems . Someone needs to be full-time at the tech desk to help all folks who just stop by with questions/problems so the people who make an appointment can get their consultation on time and without constant interruptions.",0.0396694214876033,0.2898071625344352
1513,Precinct,Passive,6934857,1,took get airpods back initially taken get repaired feel airpods like new,"It took a while for me to get my AirPods back after I had initially taken them in to get them repaired, but other than that I feel that my AirPods are like new.",0.002840909090909,0.2073863636363636,xyxyxz,xyxyxz,0.0,0.0
1067,Precinct,Passive,6934842,1,good,The service was very good,0.91,0.7800000000000001,great service,Great service,0.8,0.75
385,Precinct,Passive,6934775,1,rich wonderful,Rich was wonderful!,0.6875,0.875,great,great,0.8,0.75
384,Precinct,Passive,6934759,1,wanted buy new laptop help knew waiting help waited minutes would complaints,Wanted to buy a new laptop and there was no one to help me . They knew I was waiting but there was no one there to help . I waited for about 15 minutes . Other than that there would be no complaints.,0.0056818181818181,0.4147727272727273,xyxyxz,xyxyxz,0.0,0.0
856,Precinct,Passive,6934755,1,friendly courteous staff,Friendly and courteous staff,0.4875,0.75,staff went beyond to get equipment checked in and the work done in timely manner,Staff went beyond to get equipment checked in and the work done in a timely manner.,0.0,0.0
1022,Precinct,Passive,6934714,1,process efficient organized wait time short helped appeared knowledgeable offered honest counsel,"The process was efficient and organized, my wait time was short, the ""geek"" who helped me appeared to be knowledgeable and offered honest counsel.",0.3,0.6,it almost felt too easy and was waiting for something negative as my son did not have good experience so was pleasantly surprised and my geek was great,"It almost felt too easy and I was waiting for something negative as my son did not have a good experience . So I was pleasantly surprised and my ""geek"" was great.",0.3466666666666667,0.6966666666666667
286,Precinct,Passive,6934644,1,difficult get hold someone phone computer back store twice however store personnel swift fix problems,"It was very difficult to get a hold of someone on the phone . I had to take my computer back to the store twice . HOWEVER, the store personnel was swift to fix the problems I was having.",-0.325,0.5,incorporate phone service that gives you the option to speak to real person,Incorporate a phone service that gives you the option to speak to a real person.,0.2,0.3
1260,Precinct,Passive,6934548,1,generally helpful competent although didnt perfect job,"Generally, they were helpful and competent, although they didn't do a perfect job.",0.5166666666666667,0.7222222222222222,xyxyxz,xyxyxz,0.0,0.0
826,Precinct,Passive,6934404,1,rocky road beginning however stayed top everything,it was a Rocky road in the beginning however they stayed on top of everything,0.5,0.5,xyxyxz,xyxyxz,0.0,0.0
377,Precinct,Passive,6934103,1,hard time trying contact store dropped laptop could get ahold foreign people call center,I had a hard time trying to contact the store where I dropped my laptop off . I could only get ahold of foreign people at call center,-0.1291666666666666,0.4416666666666666,set up an appointment for friday am miles away and when got to the store was informed the appointment was the next day they graciously got me in at the time was told and not the next day,I set up an appointment for a Friday I am 40 miles away and when I got to the store I was informed the appointment was the next day . They graciously got me in at the time I was told and not the next day,0.0,0.0
1513,Autotech,Passive,6933774,1,pleased tech awesome getting right part since ordered wrong,I was very pleased my tech was awesome getting me the right part since I ordered the wrong one,0.3589285714285714,0.8589285714285714,xyxyxz,xyxyxz,0.0,0.0
28,Precinct,Passive,6933754,1,helpful,very helpful,0.2,0.3,xyxyxz,xyxyxz,0.0,0.0
1051,Precinct,Passive,6933741,1,chose people nice helpful though didnt actually solve problem tell,"I chose it because the people there were very nice and helpful, and though they didn't actually solve my problem, they did tell me how to.",0.39,0.55,xyxyxz,xyxyxz,0.0,0.0
478,Precinct,Passive,6933726,1,good superb,good service but not superb,0.0999999999999999,0.8,good but not superb still have some of the problem but will not worry about it,good but not superb . still have some of the problem but will not worry about it,0.0999999999999999,0.8
551,Precinct,Passive,6933685,1,fixed things computer right,Fixed some things but computer not right,-0.0214285714285714,0.3678571428571429,computer is not right hook up printer now,Computer is not right . Can ’ t hook up printer now.,-0.1428571428571428,0.5357142857142857
1513,Precinct,Passive,6933571,1,happy would given turnaround time services computer would less days work allow much time without computer,"I'm happy with service, and would have given a 10 if the turn-around time for services on computer would be less than 3 days . My work does not allow that much time without my computer.",0.2777777777777778,0.4222222222222222,would like to bring in my laptop but cant because of the amount of time it would take to service it,"I would like to bring in my laptop, but can't because of the amount of time it would take to service it.",0.0,0.0
158,Precinct,Passive,6933442,1,excellent pricey trying sell annual payment plan always annoying,"Excellent service, but pricey and trying to sell me a annual payment plan is always annoying",0.0999999999999999,0.95,excellent overall service,Excellent overall service,0.5,0.5
774,Precinct,Passive,6933394,1,store professional courteous disappointed cost potentially retrieve data external drive high,Geek squad at the store was professional and courteous . I was disappointed that the cost to potentially retrieve data from external drive was so high.,0.0183333333333333,0.5816666666666667,xyxyxz,xyxyxz,0.0,0.0
864,Precinct,Passive,6933354,1,easy use,easy to use,0.4333333333333333,0.8333333333333334,xyxyxz,xyxyxz,0.0,0.0
1466,Precinct,Passive,6933183,1,better last visit worthless,Better than last visit (worthless),-0.1,0.4888888888888889,get apple training,Get APPLE training,0.0,0.0
1895,Precinct,Passive,6933073,1,little slow told certain amount time device would repaired well glad wait store,The service was a little slow and I was told a certain amount of time my device would be repaired and it was well over and above that . So glad I did not wait in the store.,0.0453571428571428,0.5142857142857142,the apple procedure for applecare and found product is extremely long it took minutes for the agent to help me on the computer then instead of taking minutes like was told it took minutes,The Apple procedure for AppleCare and I found product is extremely long . It took 40 minutes for the agent to help me on the computer . Then instead of taking 20 minutes like I was told it took 60 minutes.,-0.05,0.4
1096,Precinct,Passive,6933061,1,happy protection covering needed replaced laptop,Very happy with the protection and covering what needed replaced on my laptop.,1.0,1.0,the agent at the store was not very knowledgeable this was the first time ive used this service and he was very rude and trying to rush me through instead of understanding my questions my appointment did not start on time whats the point of an appointment if still have to wait when get to the store my laptop was sent to service center and was told would receive call with what was completed never received call and didnt know anything was complete until received my laptop at my house,The agent at the store was not very knowledgeable . This was the first time I've used this service and he was very rude and trying to rush me through instead of understanding my questions . My appointment did not start on time . What's the point of an appointment if I still have to wait when I get to the store? My laptop was sent to a service center and I was told I would receive a call with what was completed . I never received a call and didn't know anything was complete until I received my laptop at my house.,-0.048,0.3826666666666667
210,Precinct,Passive,6933057,1,,Why not?,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
1083,Precinct,Passive,6933000,1,used years continue pleased close together scheduled go store felt rushed,Have used geek squad for years and will continue . Not pleased with how close together are scheduled when you go to the store for service . Felt very rushed.,-0.0249999999999999,0.65,techs need more knowledge with cell phones,Techs need more knowledge with cell phones,0.5,0.5
512,Precinct,Passive,6932919,1,person desk uneducated computers work made wrong accusations computer telling dead,The person at the desk was uneducated on how computers work and made wrong accusations for the computer telling my it ’ s dead which was not,-0.35,0.65,check in employees should be more educated,Check in employees should be more educated,0.5,0.5
1220,Precinct,Passive,6932673,1,based prior experience paying webroot replaced trend micro internet security two years ago never deleted account even though brought attention cindy visit,based on prior experience . have been paying for webroot . it was replaced by Trend Micro Internet Security about two years ago and never deleted from account even though I brought it to Geek Squad attention . Cindy did this for me at this visit.,0.0,0.0,cindy was your agent the best ever service have had less than satisfactory service in past in upgrade to catalina disk was reformatted and have had constant problems with verification that this is not new device ever since reevaluating whether to discontinue total support,Cindy was your agent . The best ever service . I have had less than satisfactory service in past . In upgrade to Catalina disk was reformatted and I have had constant problems with verification that this is not a new device ever since . Re-evaluating whether to discontinue Total Support.,0.0858585858585858,0.359090909090909
444,Precinct,Passive,6932605,1,comment,No comment,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
586,Precinct,Passive,6932497,1,teck good job,Teck did a good job,0.7,0.6000000000000001,none,None,0.0,0.0
1391,Precinct,Passive,6932489,1,good,The service was very good,0.91,0.7800000000000001,xyxyxz,xyxyxz,0.0,0.0
4,Precinct,Passive,6932345,1,hopeful would resolve email problems mac mini however time effort information provided solve email problem,"We were hopeful we would resolve email problems on the Mac mini . However, the time, effort and information provided did not solve the email problem.",0.0,0.0,technician was helpful and friendly but lacked experience and technical skills with cell phone problems,"Technician was helpful and friendly, but lacked experience and technical skills with cell phone problems.",0.1875,0.3
597,Precinct,Passive,6932323,1,person took us good made appt line aware,The person who took care of us was good . But I made the appt . on line and they were not aware of it.,0.2875,0.425,xyxyxz,xyxyxz,0.0,0.0
524,Precinct,Passive,6932301,1,friendly flexible competent reps like appointment arrangement,"Friendly, flexible, competent service reps . I like the appointment arrangement.",0.4375,0.5833333333333333,may need to return the laptop to the store as it is running hot in spite of airconditioning,"I may need to return the laptop to the store as it is running hot, in spite of airconditioning.",0.25,0.8500000000000001
827,Precinct,Passive,6932297,1,great attitudes quick sometimes talking language understanding computers,Great attitudes and quick service but sometimes talking in language over my understanding of computers.,0.5666666666666667,0.625,xyxyxz,xyxyxz,0.0,0.0
1191,Precinct,Passive,6932188,1,know thing right away great figuring,did know how to do thing right away but was great at figuring out how to do it,0.5428571428571429,0.6428571428571428,xyxyxz,xyxyxz,0.0,0.0
521,Precinct,Passive,6932163,1,friendly,Very friendly service,0.4875,0.65,your techs were knowledgeable and friendly they answer my questions promptly,Your techs were knowledgeable and friendly . They answer my questions promptly,0.375,0.5
870,Precinct,Passive,6932153,1,great little pricey,"Great service, a little pricey",0.30625,0.625,the service was great the price for the drive was more than expected,The service was great . The price for the drive was more than expected.,0.3999999999999999,0.5499999999999999
446,Precinct,Passive,6932146,1,good experience simple process good,"It was a good experience . Simple process, and good customer service",0.4666666666666666,0.5190476190476191,xyxyxz,xyxyxz,0.0,0.0
796,Autotech,Passive,6932064,1,need talk turn truck stereo stays powered,So I don ’ t who I need to talk to but when I turn my truck off the stereo stays powered on.,0.0,0.0,so can get that fixed my stereo stays on even after turn off the truck,So can I get that fixed? My stereo stays on even after I turn off the truck.,0.1,0.2
455,Precinct,Passive,6932005,1,helped issues,Because they helped with just a few of my issues.,-0.2,0.1,xyxyxz,xyxyxz,0.0,0.0
1083,Precinct,Passive,6931664,1,got faulty motherboard,I got a faulty motherboard,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
170,Precinct,Passive,6931437,1,impressed,was not impressed with the service.,-0.5,1.0,felt like they just wanted to get it done fast and get me out,Felt like they just wanted to get it done fast and get me out,0.2,0.6
408,Precinct,Passive,6931384,1,diagnostics charge little steep,$100 Diagnostics charge is a little steep,-0.1875,0.5,xyxyxz,xyxyxz,0.0,0.0
583,Precinct,Passive,6931347,1,overall satisfied,Because overall I was satisfied.,0.25,0.5,felt somewhat rushed to ask questions,Felt somewhat rushed to ask questions.,0.0,0.0
4,Precinct,Passive,6931197,1,experience store good trying find updates status repair good,the experience at the store was very good but trying to find out updates on the status of your repair is not good.,0.2799999999999999,0.6900000000000002,when trying to call geek squad at the store you get an answering service that doesnt know anything about your order called times and the service gave me the incorrect info or didnt know the answer so they transferred me to the store this customer service option was very frustrating and inconvenient as was waiting for new phone to arrive but it took week and they took my phone so we were left with no phone this does not seem like great option to leave someone without phone for week this part would put as star,when trying to call geek squad at the store you get an answering service that doesnt know anything about your order . i called 3 times and the service gave me the incorrect info or didnt know the answer so they transferred me to the store . this customer service option was very frustrating and inconvenient as i was waiting for a new phone to arrive but it took a week and they took my phone so we were left with no phone . this does not seem like a great option to leave someone without a phone for a week . this part i would put as 1 star.,-0.0367272727272727,0.6409090909090909
177,Precinct,Passive,6931146,1,still needed update computer,Still needed an update of my computer,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
272,Precinct,Passive,6931040,1,still virus scams computer showing turn,I still have virus and scams on my computer showing up when I turn it on.,0.0,0.0,next time will take bit more time thought everything was done properly and exactly as described,Next time I will take a bit more time . I thought everything was done properly and exactly as described.,0.1875,0.2125
263,Precinct,Passive,6931026,1,computer diagnosed returned promptly original issue remains repeat visit necessary,Computer was diagnosed and returned promptly but original issue remains and a repeat visit will be necessary.,0.1875,0.875,xyxyxz,xyxyxz,0.0,0.0
181,Precinct,Passive,6930979,1,way feel afterwards,Just the way I feel afterwards,0.0,0.0,having lack personal knowledge really judge an agent on his actions also purchased fire stick and had question about it when returned to pick up my computer but was directed to make an appointment very disappointed in best buys way of conducting business,Having a lack o Personal knowledge really can ’ t judge an agent on his actions . I also purchased a fire stick and had a question about it when I returned to pick up my computer but was directed to make an appointment . Very disappointed in BEST Buys way of conducting business,0.0562499999999999,0.44375
617,Precinct,Passive,6930929,1,started working fast getting back working order,Once they started working on them they were very fast at getting them back in working order,0.13,0.39,xyxyxz,xyxyxz,0.0,0.0
468,Precinct,Passive,6930700,1,solved issues,Solved issues,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
517,Precinct,Passive,6930466,1,easy way reach anyone phone call us dont use number gave way call back number give us automated answering machine let call,Because there is no easy way to reach anyone by phone and when you call us you don't use the number we gave you and there is no way to call you back at the number you give us because the automated answering machine will not let the call through,-0.1083333333333333,0.4166666666666667,xyxyxz,xyxyxz,0.0,0.0
787,Precinct,Passive,6930374,1,helpful,Helpful,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
1038,Precinct,Passive,6930357,1,took days put wifi card taken,It took 2 days to put in a wi-fi card that should have only taken 30 min.,0.0,1.0,xyxyxz,xyxyxz,0.0,0.0
884,Precinct,Passive,6930327,1,pleased however often speak general conversation services someone ask would say yes recommend go around shouting rooftops,"I was pleased with the service, however, I don ’ t often speak in general conversation about my IT services . If someone were to ask, I would say yes, I recommend Geek Squad . But I don ’ t go around shouting it from the rooftops.",0.275,0.75,we were greeted and helped promptly everyone was helpful communicated well and solved our problems extremely satisfied,"We were greeted and helped promptly, everyone was helpful, communicated well, and solved our problems . Extremely satisfied",0.5,1.0
205,Precinct,Passive,6930213,1,took little longer complete task look like files moved,Took a little longer to complete task and does not look like all files were moved,-0.04375,0.45,xyxyxz,xyxyxz,0.0,0.0
228,Precinct,Passive,6930205,1,wait time get simple gpu exchange done long people great guys really solid work bc wait times,The wait time to get a simple GPU exchange done was too long . The people are great to me and you guys do really solid work it ’ s not a 10 bc wait times.,0.1875,0.4017857142857143,people were great the wait time was excessive,"People were great, the wait time was excessive.",0.275,0.875
835,Precinct,Passive,6930113,1,problem repaired,The problem was repaired,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
1539,Precinct,Passive,6930081,1,appt wasnt seen make appt improve appt system hire geeks,Appt was for $:00; wasn't seen until 4:35 . Why did I make an appt? Improve the appt system or hire more Geeks.,0.5,0.5,improve the appointment system or hire more geeks,Improve the appointment system or hire more Geeks.,0.5,0.5
22,Precinct,Passive,6930025,1,confusion whether computer completed repairs told someone picked computer work order closed went bestbuy asked looked computer could find finally told shipped repairs ask documentation showing know status,"There was confusion as to whether or not my computer was completed with repairs then I was told that someone had picked up my computer and the work order was closed . I went to the bestbuy and asked about it . They looked for my computer and could not find it, finally I was told that it was shipped off for repairs and I had to ask for documentation showing that . As of now I do not know the status.",-0.05,0.55,xyxyxz,xyxyxz,0.0,0.0
812,Precinct,Passive,6930014,1,work done installing hard drive try access picture files placed see icons photos try open says class registered,"The work was done, by installing a 4TB hard drive, but when I try to access the picture files placed there it (I can see the icons for the photos, but when I try to open them it says class not registered.",-0.1458333333333333,0.5208333333333333,need help still to get access to my photos,I need help still to get access to my photos.,0.0,0.0
510,Precinct,Passive,6929877,1,miss communication associate,Miss communication with the associate,0.0,0.0,no comments,No comments,0.0,0.0
772,Precinct,Passive,6929875,1,job done well quickly day repair definitely day repair issue appointment around year ago issue occurred sure effective screen replacement,The job was done well and quickly . The same day repair was definitely a same day repair . Only issue is that I have had the same appointment around a year ago but this same issue occurred; I am not sure how effective a screen replacement is.,0.0854166666666666,0.4611111111111111,just wanted to give shout out to andy who did great job repairing my phone and nick who was very knowledgeable about the process leading me through the way thanks,"I just wanted to give a shout out to Andy who did a great job repairing my phone, and Nick who was very knowledgeable about the process, leading me through the way . Thanks!",0.3999999999999999,0.4166666666666667
1020,Precinct,Passive,6929851,1,went well interaction couldve professional,Service went well but interaction could've been more professional,0.3,0.3,none,None,0.0,0.0
500,Precinct,Passive,6929826,1,person really helped us,The Geek Squad person really helped us,0.2,0.2,xyxyxz,xyxyxz,0.0,0.0
172,Precinct,Passive,6929788,1,check process took forever,The check in process took forever!!!,0.0,0.0,the young lady who checked me in took too long she seen to know how to use the system the technician was much better knowledgeable and friendly,"The young lady who checked me in took too long . She didn ’ t seen to know how to use the system . The technician was much better, knowledgeable and friendly",0.23125,0.45
2653,Precinct,Passive,6929784,1,associates always helped computer issues listen well try best resolve problem,"The Geek associates have always helped me out with my Computer issues . They listen well, and try their best to resolve the problem.",1.0,0.3,was at the best buy geek squad at pineville nc daniel gore was the assocaiate who helped me and he explained very well and took care of the problem on my computer,"I was at the Best Buy Geek Squad at Pineville NC .. Daniel Gore was the assocaiate who helped me, and he explained very well and took care of the problem on my computer.",0.6,0.3
1012,Precinct,Passive,6929741,1,attentive solved problem,They were attentive and solved the problem,0.4,0.9,xyxyxz,xyxyxz,0.0,0.0
430,Precinct,Passive,6929721,1,organization best know old phone wiped info,Organization was not the best . I don ’ t know if my old phone was wiped if my info,0.55,0.25,xyxyxz,xyxyxz,0.0,0.0
366,Autotech,Passive,6929674,1,tech knowledgeable good job,Tech was knowledgeable and did a good job,0.7,0.6000000000000001,xyxyxz,xyxyxz,0.0,0.0
325,Autotech,Passive,6929634,1,mostly happy install unit purchased ordered came working technician upgraded head unit expensive model great means lot another stock tell pain install due scratches dash fact able slightly see exposed bottom new unit pleased upgrade realize accidents happen wish installed little limited time go head unit try features like,Mostly happy with the install . The unit that I purchased and ordered came in and was not working . The technician upgraded my head unit to a more expensive model which is great . That means a lot to me because there was not another one of mine in stock . I can tell that it was a pain to install due to some scratches on my dash and the fact that I ’ m able to slightly see the exposed bottom of the new unit . I ’ m pleased with the upgrade and I realize accidents happen . I wish that it was installed with a little more care . I ’ ve had limited time to go through the head unit and try out the features but I do like it.,0.2238140331890331,0.559505772005772,xyxyxz,xyxyxz,0.0,0.0
254,Precinct,Passive,6929515,1,appropriate received,It was appropriate for the service I received,0.5,0.5,always satisfied with the service,Always satisfied with the service.,0.5,1.0
289,Precinct,Passive,6929462,1,wondered many people work computer area,I wondered how many people work in this computer area,0.5,0.5,am am learning computer for time thanks for your patience and understanding,"I am z,64 I am 64 learning computer s for 1st time . Thanks for your patience and understanding",0.2,0.2
335,Precinct,Passive,6929399,1,could better status updates,Could do better with status updates.,0.5,0.5,xyxyxz,xyxyxz,0.0,0.0
945,Precinct,Passive,6929260,1,technician great friendly fast efficient,"The technician was great! Friendly, fast and efficient",0.4583333333333333,0.6166666666666667,the price was quoted was considerably less than the actual price,The price I was quoted was considerably less than the actual price.,-0.0833333333333333,0.0833333333333333
450,Precinct,Passive,6929162,1,particular circumstances somewhat unique dont know weve chosen best path fixing ie ongoing appts fix problem vs hiring someone work fixed,"our particular circumstances are somewhat unique and we don't know if we've chosen the best path for fixing, i.e., ongoing app'ts to fix our problem vs. hiring someone to come here and work on it until it's fixed",0.4104166666666666,0.4583333333333333,geek hunter at cascade station bb intervened and helped us make breakthrough in an ongoing problemwe were very happy he was there still working on it however,"Geek ""Hunter"" at Cascade Station BB intervened and helped us make a breakthrough in an ongoing problem--we were very happy he was there . Still working on it, however.",1.0,1.0
691,Precinct,Passive,6929132,1,done yet product still defective fixed right away happened first place,Because I had the service done yet my product was still defective . They fixed it right away but that should not have happened first place.,0.2119047619047619,0.3563492063492063,xyxyxz,xyxyxz,0.0,0.0
366,Precinct,Passive,6929027,1,review records,Review your records.,0.0,0.0,check your records received fed ex msg to pickup my computer thats month after already picked up my computer called the greek squad and told to ignore the letter than received phone call saying it was mistake at best buy,Check your records . Received a Fed Ex msg to pick-up my computer . Thats a month after I already picked up my computer . Called the Greek Squad and told to ignore the letter . Than received a phone call saying it was a mistake at Best Buy.,0.5,0.15
1020,Precinct,Passive,6928983,1,give,I don ’ t give a 10.,0.0,0.0,xyxyxz,xyxyxz,0.0,0.0
1764,Precinct,Passive,6928875,1,techs friendly professional still problems,"The techs are friendly and professional, but I'm still having problems!",0.2375,0.3,xyxyxz,xyxyxz,0.0,0.0
534,Precinct,Passive,6928834,1,okay questions answer instruction explain let fully understand,It okay . Not all the questions been answer and the instruction explain doesn ’ t let me fully understand,0.5,0.5,xyxyxz,xyxyxz,0.0,0.0
211,Precinct,Passive,6928815,1,pretty good welcome,PRETTY GOOD WELCOME,0.5833333333333334,0.8333333333333334,waiting for the end resultrepair honest so far,WAITING FOR THE END . RESULT/REPAIR . HONEST SO FAR ...,0.35,0.95
405,Autotech,Passive,6928775,1,great work ford focus professional,They did great work on my Ford Focus . Very professional.,0.465,0.44,the guys made me feel very comfortable and explained what they were doing at every step never heard an oh oh goofed or is this right they are very well trained in their job thank you sounding good,The guys made me feel very comfortable and explained what they were doing at every step . Never heard an oh oh I goofed or is this right . They are very well trained in their job . Thank you! Sounding good!,0.4264285714285714,0.6089285714285715
861,Precinct,Passive,6928667,1,helpful,They were very helpful 🙂,0.2,0.3,xyxyxz,xyxyxz,0.0,0.0
1457,Precinct,Passive,6928609,1,heather rocks would given heather goes beyond call duty appreciate way saw concerns addressed,"Heather Rocks! If it were not for her, I would have given a 5 . Heather goes beyond the call of duty in customer service . We appreciate the way she saw to it that all of our concerns were addressed.",0.0,0.0,heather rocks,Heather rocks!,0.0,0.0
766,Autotech,Passive,6928333,1,scheduling hassle needed,Scheduling was more hassle than needed,0.5,0.5,wish the installer had consulted me before wiring apple carplay connection location,I wish the installer had consulted me before wiring Apple CarPlay connection location,0.0,0.0
287,Autotech,Passive,6928271,1,technicians done time took way long get appointment,The technicians were done on time . It took way to long to get an appointment.,-0.05,0.4,it took too long to get an appointment there also was not walk through of the installation and new features,It took too long to get an appointment . There also was not a walk through of the installation and new features.,0.0431818181818181,0.4272727272727272
873,Precinct,Passive,6928230,1,great help fixing pc great form communication,Great help in fixing my pc with a great form of communication,0.8,0.75,the geek squad community is well put out group that are great to help you what you need with technology including my pc,The geek squad community is a well put out group that are great to help you what you need with technology including my pc.,0.8,0.75
541,Autotech,Passive,6928222,1,still issue,Still have same issue,0.0,0.125,still have same issue,Still have same issue,0.0,0.125
164,Precinct,Passive,6928184,1,fairly satisfied,Fairly satisfied,0.5,1.0,asked them to transfer my hr block seem to have maybe the data will the program pick up the needed information explanation would have been nice,I asked them to transfer my 2021 H & R Block . I seem to have maybe the data . Will the 2022 Program pick up the needed information . Explanation would have been nice.,0.6,1.0
865,Precinct,Passive,6928037,1,took three trips back store complete,It took three trips back to store to complete the service.,0.05,0.2,no need to,No need to,0.0,0.0
160,Precinct,Passive,6928010,1,telephone assistance took way long different people least hours make appt person help next day,"Telephone assistance took way too long, 5 different people and at least 4 hours . Had to make appt . for in person help next day.",-0.0875,0.35,agents on phone and in person were eager too help phone agents with accents some hard to understand had to repeat directions many times frustrating on both ends of service agent at best buy was very good rep for your brand,"Agents on phone and in person, were eager too help . Phone agents with accents, some hard to understand, had to repeat directions many times . Frustrating on both ends of service . Agent at Best Buy was very good rep. for your brand.",0.3436666666666667,0.6043333333333333
191,Precinct,Passive,6927959,1,still problems router,we are still having some problems with out router.,0.0,0.0,the computer person tended to talk little too fast in explaining things,The computer person tended to talk a little too fast in explaining things.,0.00625,0.55
849,Autotech,Passive,6927823,1,price quoted phone ended much higher finished following day backup camera stopped working,"Price quoted on phone ended up being much higher when finished . The following day, backup camera stopped working.",0.125,0.3,xyxyxz,xyxyxz,0.0,0.0
1051,Precinct,Passive,6927821,1,good job pc give time test work,Geek squad did a very good job on my PC . Want to give it some time to test the work,0.91,0.7800000000000001,xyxyxz,xyxyxz,0.0,0.0
